編號,名稱,簡介說明,鄉鎮,地址,電話,緯度,經度,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊
534,張連昌薩克斯風博物館,??薩克斯風收藏??參觀工廠專業製程與精密技術館內展出張連昌先生的歷史文物，並提供文化導覽，紀錄台灣薩克斯風故事與訴說張連昌先生精神，並珍藏發明人阿道夫．薩克斯先生所打造，距今163年歷史的薩克斯風。 ? ?,后里區,公安路330-1 號,(04)25578989,24.31239,120.69458,,,國道一號：南下北上皆由后里交流道下(距本館500公尺內)，走眉山路(單向道)，公安路右轉，即可到達本館。國道四號：由往豐原出口下，左轉后豐大橋接台13線(三豐路)往后里方向，直行約3公里公安路左轉，直行約3公里，即可到達本館。國道三號：南下北上皆由外埔交流道下，往后里方向接甲后路，行駛約5~6公里，眉山路右轉直行約100公尺，公安路右轉，即可到達本館。,至豐原火車站前方搭乘豐原客運(往大甲車班)，松鶴酒莊(或后里國中)下車，步行約五分鐘即可到達本館。,
533,東勢梨文化館,梨文化館位於東勢中嵙社區，是體驗東勢之旅的首站，這座館採取「有機建築」的手法，把小巧的建物自然嵌建在坡地上，紅磚與白粉牆相映襯，鋼與木構搭配，看來既現代又溫暖。一樓展示高接梨的生產過程與高接梨之父張榕生的故事；二樓是各種梨樹與產期的介紹。高接梨是由張榕生先生，將梨山新世紀梨的花芽，嫁接到平地橫山梨樹上而成，不但挽救了橫山梨的命運，也成為東勢最具代表性的產業。圖片出處：擁葉生態農場,東勢區,東崎路三段688巷168號,(04)25879586,24.27138,120.86405,,,由國道一號或國到三號轉國道四號往東，接豐勢路左轉往東勢方向行十餘里，過東勢大橋右轉後第二個紅綠燈，左轉直行進入中嵙里，至東北巷左轉約三公里即達。,,
531,太平古農莊文物館,太平古農莊文物館於99年10月17日開館啟用，位於車籠埔頂坪公園內，裡面陳列的臺灣古文物，乃莊主張友吉先生畢生收藏，為了讓日漸凋零的台灣文化傳承下去，讓社會大眾了解先民的智慧，忍痛捐贈給臺中市太平區公所。 文物館主體採三合院農宅式建築，館內規劃為10個主題展示區，正身部份為祖先神明廳展示區、兩邊廳舍分別為臥室、新娘嫁妝嬰兒用品房與廚灶展示區，左右護龍則以衣帽、杯盤器皿、電器、農業用具為主題的各式展品；三合院護龍展示區入口處規劃了藥鋪店與柑仔店販售部，因古文物數量繁多，採取輪展方式。 太平古農莊文物館提供民眾一處緬懷往昔民俗風情、鄉土情懷的地方，頂坪公園內種植數十棵高達十五米的楓葉樹隨著季節變換，形成不同的景致，和古色古香的文物館交織成一幅世外桃源的圖畫。對一個在農村出生長大的農家子弟來說，農家生活的點點滴滴總是交人難以忘懷，尤其是在二、三十年代的台灣社會，大家庭那種艱辛困苦、汗流浹背，從死裡活過來的日子裡。先民為了生活，更為了大家庭裡的每一張口，而無怨無悔的付出，辛勤地日出而做，只求一天三餐溫飽而已，可想而知，農業時代生活品質怎可與科技日新月異的現在比較。(本文選自太平區古農莊文物館),太平區,光興路1266巷160號,(04)22776400,24.11732,120.7424,,,,,
529,霧峰林家花園林獻堂博物館,本文物館展出台灣民族先驅林獻堂先生文墨、老照片及林芳?董事長，明、清之古董收藏珍品為主。本館最大宗旨在於欣賞前人的工藝之美，在讚嘆精巧細緻的文物之餘，還能夠再進一步了解其背後的歷史意義。 生活在台灣這塊土地的我們，應該要了解老祖宗們過去在這裡所做的努力與奉獻。 期待在我們的努力之下，能夠讓更多的學子對台灣的傳統文物產生興趣，進而培養出愛鄉、愛土和珍惜文化傳統的精神。,霧峰區,萊園路91號(明台高中校區內),(04)23393071#223,24.06058,120.70366,,,從臺中出發走中投公路往霧峰草屯方向，於霧峰出口處下走成功路即可到明台高中。,搭臺中客運往霧峰站進入約500~600公尺。,
527,大里杙文化館,大里杙早在前清乾隆末年即有商肄發展，日治時期因河流改道，河港功能日漸喪失。而日治時期因應治理之便，街庄設有保正（相當於今之里長），以傳達、執行官方行政措施。本歷史建築與庄役場同時建於1929年，原作為日治時期大里杙保正集會場所，光復後（1945年）提供戶政事務所使用，後改設為大新社區活動中心。1999年配合大里杙老街風貌再造計畫，整建作為大里杙文化館使用，為老街區獨具特色的日治時期建築，陳列展覽大里相關史料文物，不定期規劃特展。,大里區,新興路2號,(04)24069749,24.09813,120.67719,,,走國光路往大里方向前進，遇肯德雞右轉大新街，從大里鄉公所對面的將軍二巷進去，直行到底即可到達。,由臺中或豐原搭乘豐原客運往東勢或卓蘭班車皆可到達。,
526,后里薩克斯風玩家館,萬麗福樂器技術總監：張萬福先生，師承張三、張來、張坤、張阿欉、張?雄等五位叔伯，五十五年以上製造經驗，一路求師的艱辛過程，奠定了紮實的製造基礎及對樂器的敏銳度，薩克斯風工廠開業以來，所製樂器榮獲多項大獎及國際品牌肯定，力邀合作，為台灣國寶級職人之一。2005年張萬福先生及其夫人林鎂雲女士創立台灣薩克斯風品牌：WONGFUL，並設立后里薩克斯風玩家館，成為台灣第一家薩克斯風專賣店，深耕台灣，希望全心精研的樂器能在家鄉發揚光大。后里薩克斯風玩家館現有台中后里總店及台北分店。后里店除了自有品牌WONGFUL?薩克斯風，也有進口品牌薩克斯風及薩克斯風相關配件供玩家選擇，提供更多吹奏樂趣。台北分店提供樂器及配件，每月固定維修保養日也讓北部地區的消費者能享有更快捷便利的售後服務。,后里區,大圳路473-2號,(04)25571919,24.30831,120.70985,,,＊北上：國道一號后里收費站過後→后里交流道出口→后里市區接甲后路→大圳路時右轉至民生路口即達。＊南下：國道一號月眉收費站出口往后里市區→接甲后路→大圳路時右轉至民生路口即達。＊國道一號接國道四號往豐原方向→三豐路出口下往后里方向→過后豐大橋→三豐路（台十三縣）→甲后路左轉→大圳路左轉接民生路轉角即達,,附有停車場
525,梨山文物陳列館,館內共有四個展示區，分別規劃為中橫開發史、中橫地質地形、泰雅廣場及梨山特產等，每一展示主題都有相關的圖片及影片導覽。,和平區,梨山村福壽路14號,(04)25980705,24.25243,121.25646,,,埔里走台14甲線往霧社經合歡山即可到達梨山。,豐原客運每日均有三班公車往返梨山，可免費搭乘。,
523,石岡土牛客家文化館,土牛客家文化館的成立要旨，首在推動客家生活文化的傳承。園區同時也是劉家子孫日常生活的範疇，以及進行祭典儀式和生命禮俗的場所。除了靜態的展示品之外，訪客也能實際參與真實的客家生活儀典，感受鮮活生動的客家文化。,石岡區,土牛村豐勢路德成巷10號,(04)25825312,24.26555,120.80969,,,開車：國道四號，下豐原端交流道，左轉接豐勢路二段往石岡方向直走，接明德路直走通豐勢路直走，過土牛國小到達明德巷左轉即可看見本館。,大眾運輸：搭坐豐原客運往東勢谷關方向，到文化館站下車。,
521,臺中市長公館ˍ不老夢想125號,不老夢想125號?說歷史落成於1929年(昭和4年)的宮原氏別墅，是宮原眼科醫師-宮原武熊興建的住宅別墅，1945年，日本人遭遣返，由臺中市政府接收做為市長官邸使用。</span>2016年，弘道老人福利基金會為呼應臺中市托老政策及活化歷史建築，以銀髮、文創的「銀創參與」為規劃概念，打造「不老夢想125號」。藉由一個個不老夢想、一位位真人圖書長者、一份份兼具老智慧與新創意的食飲，傳遞心不老、夢不老、行動不老的三不老精神。,北區,雙十路一段125號,(04)22270125,24.1487,120.68682,,,開車資訊：1.國道一號-台中交流道下，往台中市方向直走臺灣大道，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。2.國道一號-大雅交流道下，往台中市方向順中清路，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。3.中彰快速道路-市政路閘口下，順市政路左轉文心路，右轉崇德路接錦南街，右轉雙十路至本館。4.中彰快速道路-五權西路閘口下，順五權西路，左轉五權路，右轉太平路直走到底，左轉雙十路至本館。,火車資訊：搭乘火車至台中火車站轉乘公車至台中一中站或台中科技大學站。高鐵資訊：搭乘高鐵至台中站，轉乘高鐵接駁公車至台中一中站。公車資訊：1.統聯客運81：自台中車站、統聯轉運站、朝馬搭乘至「台中一中站」。2.統聯客運82：自台中高鐵站搭乘至「台中科技大學站」。3.台中客運41：至「台中一中站」。4.搭任一線公車至「台中一中站」或「台中科技大學站」沿著台中科技大學大門前育才街直走至與雙十路路口即可抵達。,台中市長公館周邊道路路邊停車格及停車場，尊賢街水利大樓地下停車場。
520,石岡圖書館ˍ客家文物館,,石岡區,明德路175號(區立圖書館3F),(04)25722435,24.27396,120.77594,,,豐勢路進入石岡區後再轉明德路即達石岡區圖書館。,由臺中或豐原搭乘豐原客運往東勢或卓蘭班車皆可到達。,
517,南屯?頭店生活館,藉此計畫以南屯?頭店地方文化館來作為南屯區社區資訊中心，依現有活動中心及廢棄宿舍，利用社區閒置空間，籌設社區生活館，增加社區居民情感交流空間。生活館未來展示犁頭店老照片外，也可以做為傳統文化教學及人力培訓的教室，讓居民得以懷舊並經營傳承。,南屯區,萬和路一段50號,(04)24752799#303,24.13628,120.63896,,,南屯國小後門對面，南屯區活動中心隔壁。,搭乘仁友客運30、40號，於南屯市場站下車，步行至犁頭店生活館。,
513,沙鹿區深波圖書館,"1986 年沙鹿區立圖書館係設於沙鹿區公所辦公廳舍（位於鎮南路上的舊公所）四樓，當時藏書有 12,922 冊，由於出入不便，有感於此，時任鎮長陳明地先生希望結合民間力量興建一座較大型的圖書館，當時味丹企業公司董事長楊深波先生也希望沙鹿區有個好的圖書館，以提高沙鹿區文化水平，充實民眾的知識，就由公所提供公有土地面積達 4,797 平方公尺，由味丹企業公司投入建築資金，台灣省教育廳及臺中市政府補助充實設備，於 1988 年由該公司動工興建，其時恰呼應『鄉鄉有圖書館』的政府政策， 1989 年底竣工，交鎮公所經營，乃於 1990 年二月二十日正式開館啟用，同年七月十四日正式圖書流通借閱，為表彰企業回饋鄉里之赤忱，即以該企業創辦人楊深波先生之名，將圖書館命名為「沙鹿區立深波圖書館」。1996 年有感於圖書館閱覽席位不足， 1997 年九月動工擴建四間研習教室，建築外觀搭配舊有館舍，以廊道相連接新舊兩棟建築物， 1999 年元月竣工，隨即供閱讀推廣研習及一般民眾自修閱覽之用， 2002 年配合地方文化館計畫將原視廳室改造成電影院， 2004 年 12 月 17 日「沙鹿電影藝術館」正式在原圖書館既有空間掛牌成立，擁有 35mm 電影放映設備，為全國鄉鎮圖書館僅見，是深具電影特色氛圍的鄉鎮級公共圖書館。 2010 年 12 月 25 日因臺中市市合併，本館改隸臺中市政府文化局，名稱改為「臺中市沙鹿區深波圖書館」。",沙鹿區,鎮南路二段488號,(04)26634606,24.23326,120.56391,,,國道：由台中港交流道下高速公路，經中棲路至靜宜大學前左轉沙鹿英才路，過北勢國中右轉鎮南路即可達本館。 省道：由沙鹿中山路往沙田路在光田醫院前轉鎮南路可達本館。,,
503,忠信市場,忠信市場位於台中國美館對面，包括五權一街、五權西二街、五權西三街圍成的小區域。建造於民國50年代的忠信市場，在60、70年代時人口相當密集，而後因經濟下滑而逐漸沒落。?現在，漸漸演變成藝術空間，這裡都是藝文工作者保留舊有的房厝建築結構，再重新設計規劃的藝文空間。忠信市場可供遊客參觀，影像創作播放空間裡頭還有二手書籍和有機產品的販售。<忠信市場企圖提倡一種生活美學及慢活的態度，或者做為一個自我的實踐領域，也讓新一代的藝術工作者可以交流的場地。逐漸地，忠信市場慢慢成為新一代藝術工作者或是對美非常有鑑賞的遊客們，都可以來這裡挖到許多寶物。,西區,臺中市五權西路一段67號(國美館對面，長青登山協會招牌巷子進去),,24.13986,120.66348,,假日人潮擁擠，建議步行或搭乘大眾運輸前往。,1.國道1號，中港交流道→中港路→右轉美村路→五權西路口→美術館→美術館對面。2.國道1號，南屯交流道→五權西路→美村路→美術館→美術館對面。,1. 高鐵搭高鐵至台中站下，再轉搭其他大眾運輸工具。2. 火車/公車搭乘火車至台中火車站下，轉乘(仁友客運)59、89號(後火車站搭車)；台中客運71號、統聯75號等市內公車至美術館→美術館對面。,路邊停車格或臨近停車場。
502,臺中市役所(暫停開放),歷史建築臺中市役所創建於1911年，是臺中首見的鐵筋混凝土建築，也是舊城區中最耀眼的指標建物，更是日治時期全臺最華麗之市役所，隨著第二期修復工程的竣工，期盼已久的市役所已於105年2月27日(六)下午1時50分，藉由開門儀式，開啟期盼已久的市役所重現風華。百年歲月裡，佇立於臺中舊城區心臟地帶的市役所，最初原為「臺中廳公共埤圳聯合會事務所」，後成為臺中市的行政官署，戰後作為臺中市政資料館、新聞室及交通局辦公空間。期間因921地震導致建築物部分損毀，一度被鑑定為危險建築，鑑於其歷史及建築史上之意義，文化局遂於2002年正式登錄其為本市歷史建築，同年緊急展開調查研究暨修復再利用規劃，接續進行第一期修復工程，使珍貴的文化資產得以保存下來。重拾風采後的市役所於2005年定位為「臺中故事館」，作為臺中在地人文故事藝廊，成為本市藝文展演重要場館之一。2013年展開第二期修復工程，延續前次未修復範圍，包含外牆、門窗及裝飾藝術外，同時為基於整體活化保存再利用，更將修復範圍擴大至「原臺中市選舉委員會」辦公廳舍。『為落實文化資產的活化再利用，文化局徵選出國內具豐富文創經營經驗的古典玫瑰園旗下的現代審美文創團隊進駐』，未來在文化局與古典玫瑰園團隊的合作下，重新開幕的市役所將以「生活、文化、傳承」為經營理念，並結合餐飲服務及文創概念，期盼透過市役所為起點，推動文創經驗與文化教育，打造別具特色之文化基地，引領市民進入深刻的文化歷史回憶，用傳承與創意重新賦予時代意義，為這棟百年建築物，灌注全新的生命。,西區,民權路97號,(04)35079006,24.13835,120.67911,,,中港交流道：台灣大道往市區方向→右轉民權路。,仁友客運1、21、31、45路；台中客運9、26、41、102、142、163、777路；全航客運5路,
498,臺中放送局,??歷史建築??擁有最多扇窗戶的建築物臺灣放送會臺中支部 - 臺中放送局，於五月十一日正式啟用，位於臺中市新高町水源地公園。受日本臺灣總督府委任，期工作重點在於：增加聽眾、輔導傳播業者、製作與發行傳播節目，同時也在臺中放送局設立收音機相談所，教授收音機收訊機的維護技術。(資料來源：歷史建築台中放送局保存修復之調查研究及修復計畫),北區,電台街1 號,(04)22203108,24.14994,120.69066,,本園區採免費參觀，不需購票，園區內各展覽與系列活動，將酌收費用，依實際票價與活動公告為準。全園區內禁止吸菸、嚼食檳榔、隨地吐痰、施放鞭炮、煙火、聚賭、酗酒、亂丟垃圾及竊取水電之行為。未經申請許可，不得於全園區進行宣傳牌、廣告、傳單、宣傳品之發送及問卷調查，亦不得進行其他營利與私自募款行為。本園區禁止騎乘腳踏車、機車、電動機車或進行滑板、蛇板、滑板車等活動。本園區戶外空間可攜帶寵物，惟須繫牽繩，並請共同維護環境之清潔，隨手清理寵物排泄物，另，室內空間禁止攜入寵物(除導盲犬外)。放送局之窗戶及其窗台皆為歷史保存之文物，請勿乘坐，非工作人員操作，請勿自行拉動門窗。全園區(除放送局本棟建築外，另包含衛哨亭、防空洞)嚴禁攀爬、搖晃園區內植栽。請勿於館內進行奔跑、嬉鬧、大聲喧嘩。請勿放養生物、餵食、洗滌等影響生態池之行為，並敬請共同維護園區內草皮。未經申請，禁止於園區內使用閃光燈攝影、空拍攝影，商業攝影之相關申請，請參閱攝影申請須知。,中投快速公路（臺63線）：快速公路終點交流道，沿五權南路、五權路前進（約6公里）→ 育才北路右轉（約600公尺）→雙十路右轉（約50公尺）→ 電臺街左轉（約450公尺），臺中放送局就在右手邊。中山高速公路（國道1號）：中港交流道：沿臺中港路前進（約5公里）→五權路左轉（約1.2公里）→ 育才北路右轉（約600公尺）→雙十路右轉（約50公尺）→電臺街左轉， 臺中放送局就在右手邊。 大雅交流道：沿中清路、大雅路前進（約6公里）→ 五權路左轉→育才北路右轉（約600公尺）→雙十路右轉（約50公尺）→ 電臺街左轉（約450公尺），臺中放送局就在右手邊。,【搭乘高鐵】於「體育學院／臺中一中」站下車，步行距離約500公尺至臺中站，由6號出口，搭乘「高鐵臺中站—中國醫藥大學—臺中公園」線接駁車， 於「臺中一中站」下車，步行距離約500公尺。【搭乘公車】於「體育學院／臺中一中」站下車，步行距離約500公尺臺中客運〔臺中一中站〕：41路、163路。全航客運〔臺中一中站〕：65路。統聯客運〔臺中一中站〕：50路、56路、59路。阿羅哈客運〔臺中一中站〕：18路。,電台街因巷道狹小、停車空位較少，建議多多搭乘大眾運輸工具，請參閱交通資訊選單。
497,南屯麻芛文化館ˍ犁頭店,犁頭店居民早期是以務農為主，種植黃麻為取其長纖維製作麻繩用。最早臺灣黃麻源自康熙年間由中國大陸移植至嘉義縣溪口鄉一帶，日據時期更因需大量麻袋包裝米、糖以利運送出口，在中部地區更鼓勵種植。黃麻並不是犁頭店獨有的作物，但黃麻的嫩葉─麻芛卻是犁頭店的特色食材。?取完黃麻長纖維，嫩葉被丟棄很可惜，惜福的農民想要做為食物，但苦味很重，後來發現如果去除葉脈，葉片經搓柔去苦水後，煮成湯並加入地瓜或小魚乾，就成為夏天一道清涼降火氣的佳餚，拌入白飯更有飽足感，成為最受農民歡迎的田間點心之一。但因為處理過程繁複，後來霧峰農業試驗所改良出甜麻品種，不必經過搓揉的步驟，煮食更便利。在豐原以南，雲林以北地區，麻芛湯是許多人共同的飲食記憶。打?繩與吃麻芛，是犁頭店地區早期普遍的生活型態。當地文史工作者將麻芛產業與麻芛文化結合，由財團法人萬和宮文教基金會接受文建會指導，於民國93 年成立「麻芛文化館」，館內展示犁頭店的歷史軌跡、麻芛的文化發展、創意藝廊等有系統的介紹。文化館位於萬和宮文化大樓的五樓，參觀後將對麻芛會有更深刻的體驗。在地文化工作團隊更積極推動許多與麻芛相關的活動，例如透過學校鄉土教學，指導學生認識麻芛的生長過程，體驗結麻繩（打索仔）的樂趣。農會家政班指導班員學習製作麻芛饅頭，老街的糕餅店更開發了麻芛新產品。因為麻芛的需求量增加，也鼓勵農民種植麻芛的意願，造就農產業的發展，增加農民收入。想來一碗麻芛湯嗎？每年5~9 月麻芛盛產時，在南屯市場、三民路第二市場、向上路向上市場等都有販售，到臺中有機會一定要來品嘗。簡單一碗色澤碧綠有如翡翠的濃稠麻芛湯，延續的是先民的生活文化與飲食習慣內涵。(文字說明截選自 中華文化協會-走讀臺灣),南屯區,萬和路一段56號（萬和文化大樓五樓）,(04)23843199,24.13757,120.63941,,,"下中山高速公路南屯交流道，由五權西路往市區方向走，約1公里抵黎明路右轉， 即可到南屯路，於南屯路左轉,，經南屯市場，即到三角街仔。",搭乘10號、11號、30號或40號仁友公車，在南屯站下車，往西走，約100公尺即到三角街口。,
496,臺中市立圖書館西屯分館,在臺中市政府文化局及西屯分館的努力下，獲得102年度教育部閱讀環境改善工程補助經費，103年12月30日起進行全館空間改善工程，於104年7月24日竣工，同年8月中旬陸續逐層開放使用，10月24日全館重新啟用，重塑西屯區圖書資訊、快樂學習與休閒閱讀的重要亮點。,西屯區,福星路666號,(04)27011102#10,24.17299,120.64902,,,福星路接河南路口直行兩分鐘即可抵達。,■「河南福興路口」站下車，可搭：28、54、68■「河南崇義街口」站下車，可搭：33、79、6268、7507■「上石里」站下車，可搭：25、29、37、45、125、35,
488,豐原漆藝館,漆藝館是臺灣首座公立的漆藝展覽館，臺灣的漆藝發展可溯源至日治時代，當時臺中市內由於有大雪山及八仙山兩座林場，提供漆器工藝所需的材料，加上日人在中部地 區有計劃的培植漆藝業，因此造就不少漆工人才，地利加上人和，促使臺中市漆器業的蓬勃發展。民國50年代左右，由美國出資日本提供設備和技術，在豐原設立「米爾帕赫羅工廠」，專事生產介於木器及漆器間的沙拉碗，之後許多漆器人才自行到外開業，到民國六、七十年代，本地漆器店已達40多家，此時也是外銷日本的黃金時期，大部分漆器均由豐原地區輸出，豐原遂成為臺灣漆藝的重鎮。時至今日，漆器工業已遂漸移至勞力密集的第三世界國家，豐原地區的漆藝工業盛況不再，因此漆藝館的設置代表的是漆藝創新與再生的火車頭，漆藝館設於風光優美的中正公園內，一樓為展示場和操作工作室，展出內容包括漆器工藝的史料和知名藝師的作品等。二樓主要為地方文化產業展覽室和研習教室，這也是館方為了支援傳承技藝教學研習活動的地方，所以漆藝館不僅是有靜態的展覽，更兼具教育、產業、文化、休閒等功能的知性空間。我們擁有多種簡單的DIY課程。有應用變塗技法磨製的種子項鍊和鳥笛以及利用蒔繪技法將樹葉葉脈紋路拓印在漆盤上，再依個人創意進行的簡易創作。,豐原區,水源路1-1號,(04)25130177,24.25509,120.74579,免費,,⊙國道4號→右轉豐勢路→左轉富陽路→左轉水源路50公尺直行⊙中正路→左轉圓環西路→圓環北路→圓環東路→水源路⊙中正路→過鐵路地下道→左轉豐陽路→接水源路直行,1.	搭乘火車至豐原火車站下→至豐中路(火車站前警察局旁)上搭乘12號公車→於水源地站下車→沿水源路繼續向前步行50公尺2.	搭乘火車至豐原火車站下→至豐原客運總站搭乘[222豐原－球場]或[223豐原－坪頂]公車→於中正公園站(或水源地站)下車→沿水源路向後步行50公尺 (沿水源路繼續向前步行50公尺),1.	漆藝館後方停車場2.	鎮清宮停車場3.	中正公園停車場
486,賴高山藝術紀念館,創始人賴高山先生，自幼研習漆藝，將一生奉獻於台灣漆文化之創作研究與發展，有感於民族傳統工藝傳承推廣之重要，將一甲子所學所作所收藏之漆文物，提供參觀。館內作品皆為賴氏父子自1940年代以來的創作，由於不斷研究漆藝的技巧與媒材，館藏十分豐富。約可分為漆畫區、面具區、漆陶區、各類技法整理區、日常用品區、材料工具展示區等，參觀者將對36種漆藝步驟與價值連城的堆彩漆瓶以及賴氏父子的獨門絕活「雕漆」印象深刻。館內同時展示漆藝研究的最新創作如漆琴、漆桌，以及賴作明先生新近配合文建會精緻文化創意產業所研發的「大墩漆陶」餐具，非常特別的是，以印葉貼附法，將南屯犁頭店地區特有的麻芛葉子印蓋在漆面上。未來，本館除持續致力於研究、推廣漆文化之外，亦將朝向參觀者DIY簡易創作、以及研發生活化的作品，以便讓更多大眾親近漆藝文化。賴高山先生師承日人山中公，於「臺中工藝專科學校」習得融合臺灣意象的雕刻技法與漆工藝「蓬萊塗」。2000年，賴高山與賴作明父子將昔日漆工廠兼自宅改建為「臺灣漆文化博物館」，目前館內以賴高山先生生平事蹟、創作，以及臺灣樹漆文化發展為主軸，將臺中獨特的漆文化作為臺灣特色，發揚光大。,東區,建智街12號,(04)22813106,24.12696,120.68925,,,,搭乘仁友客運60號，於勞工服務中心站下車，沿立德東街步行，右轉建智街。,
448,大坑10號步道,大坑風景區為臺中市民心靈沉澱的重要休閒場所，也是登山客踏青健身之地，更是中部地區熱門的觀光景點；在平常或例假日處處可見同好攜伴、闔家同遊景象，成為臺中市民共同擁有的後花園。其最具特色的景點即為12條登山步道，第1～8號步道自民國70年初開闢，依大坑山與溪流交錯的天然地形闢建而成，海拔最高為859公尺，即台中市最高點：頭嵙山。9號步道於94年12月開拓，10號步道則於97年3月建造完成，9-1號步道於102年11月建造完成。,北屯區,東山路一段383巷,(04)22289111#58511,24.18015,120.73367,,旅遊叮嚀1. 建議老年與高血壓者盡量不攀登大坑1至5號及5-1號步道。2. 大坑4號步道由於落差極大，有一段300公尺的垂直陡坡。3. 一般而言，大坑6、7、8、9、9-1號步道較適合男女老少攀登，而1至5號及5-1號步道對登山客較有挑戰性，大坑1至5號及5-1號及10號步道因具有陡坡，心臟疾病或體力差者，請勿任意嘗試。4.遊客請注意：山區步道附近如見蜂窩，為避免引來虎頭蜂螫叮習性，除不可主動攻擊及喧嘩騷動外，請登山客勿噴香水，也不要穿著鮮豔服裝等；預防原則請保持距離。5.大坑風景區因路窄不適合大客車行駛路段(台中市政府交通局提供)臺中市大坑風景區:北坑巷、連坑巷、橫坑巷、清水巷、濁水巷、建成巷、光西巷、大湖巷、竹坑巷、民興巷,1.中清交流道往台中市區，接中清路至文心路左轉，經北屯路直走為東山路，即可達大坑圓環。 2.中山高速公路北上方向接中彰快速道路，接環中路至松竹路右轉，松竹路左轉東山路，即可直達大坑圓環。3.中港交流道往市區方向，到達文心路時左轉，經北屯路直走為東山路，即可達大坑圓環。,1.台中客運(台中車站04-22224102): 15路、16路 (綠川東站搭乘)也可以到達中台科技大學；另在東山路與松竹路交叉口之經補庫停車場可搭乘台中客運66路(66路會在大坑內繞)2.仁友客運(04-22255166): 1路、20路、21路、31路 (綠川東站搭乘，建議搭仁友，因為車較多) 3.豐原客運(台中北站04-22223435): 往中興嶺、新社、東勢方向等公車路線4.統聯客運(台中總站04-27050898):85路5.巨業客運(台中站04-22257003): 68路,
439,圓滿戶外劇場,圓滿戶外劇場(Fulfillment Amphitheatre)座落於文心森林公園旁，為民國90年時，市府為提昇文化建設藉以建立城市特色，提出「結合公園綠地與大型戶外劇場」之創新建設計畫。在多方協調積極推動下，圓滿劇場於在民國95年完工、民國97年興建舞臺頂蓋，由臺中市政府文化局管理。劇場舞臺為戶外開放式舞臺之表演空間，舞臺面寬最寬處51公尺 、最窄40公尺 ；深度18公尺 ；至頂蓋最高處11.5公尺 、最低9.5公尺 ，後臺為地上2加1夾層鋼筋混凝土建築物，佔地110坪 ，總樓板面積247坪 ，觀眾席分3層，一般座位總數6009席、行動不便座位20席，合計6029席，若開放公園土坡草皮區為欣賞區，最多可容納1萬5千名觀眾。圓滿戶外劇場自95年8月5日啟用至今，期間扣除頂蓋施工1年期間外，一直持續辦理各類藝文活動，成為臺中市最優質的文化休閒複合公共空間，帶動民眾參與藝文活動的意願，以「文化經濟」理念帶動文化創意產業發展，讓臺中市成功變身為「東方維也納」。,南屯區,文心路一段289號,(04)23806458,24.14586,120.64555,除部份藝術團體表演採付費進場之外，平日開放免費參觀。,戶外活動請備好防雨、防曬措施。,1. 中山高(南屯交流道下)→沿五權西路往市區方向→至文心路左轉→至向上路左轉，左側即劇場(右側為廣兼停95停車場)。2. 中山高(臺中交流道下)→沿臺灣大道往市區方向→至文心路右轉→至向上路口右轉，左側即劇場(右側為廣兼停95停車場)。中彰快速道路(南屯二交流道下)→沿五權西路往市區方向→至文心路左轉→至向上路左轉，左側即劇場(右側為廣兼停95停車場)。,1.全航客運5路、仁友89路、統聯73路→大新國小站下車。2.台中客運60路、70路→文心路上近大墩七街口站下車。,1. 劇場汽車停車場（位於劇場內，入口臨惠文路），共149個停車格（6個身心障礙汽車格）。2. 劇場機車停車場（位於劇場內，入口臨向上路），共459個停車格（10個身心障礙機車格）。3. 廣兼停95停車場（位劇場臨向上路之另一側，入口臨大墩10街）4. 劇場後方臨惠文路及惠中路、大觀路附近區塊，有多處汽車停車格。向上南路至萬壽棒球場行道上（大墩路），有多處機車停車格。
